"PVWatts: Hourly PV Performance Data"
"Requested Location:","new york"
"Location:","Lat, Lng: 40.73, -74.02"
"Lat (deg N):","40.73"
"Lng (deg W):","74.02"
"Elev (m):","0"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","9","8","0","56","-3","8","55.894","-3.272","217.62","193.079"
"1","9","9","0","101","-2","7","100.612","-1.523","388.888","360.783"
"1","9","10","354","150","-1","7","413.122","4.549","1541.021","1481.862"
"1","9","11","845","104","-1","7","754.821","10.373","2749.286","2644.303"
"1","9","12","861","102","0","7","762.658","11.872","2759.917","2654.471"
"1","9","13","833","97","0","7","693.445","10.769","2509.834","2415.01"
"1","9","14","764","82","0","7","542.666","8.273","1954.74","1881.418"
"1","9","15","620","56","0","6","330.588","5.241","1150.632","1103.377"
"1","9","16","214","16","-1","6","79.093","-0.49","255.162","229.863"
"1","9","17","0","0","-2","6","0","-2","0","0"
"1","9","18","0","0","-3","6","0","-3","0","0"
"1","9","19","0","0","-4","6","0","-4","0","0"
"1","9","20","0","0","-5","6","0","-5","0","0"
"1","9","21","0","0","-5","6","0","-5","0","0"
"1","9","22","0","0","-6","6","0","-6","0","0"
"1","9","23","0","0","-6","6","0","-6","0","0"
"1","10","0","0","0","-7","6","0","-7","0","0"
"1","10","1","0","0","-7","6","0","-7","0","0"
"1","10","2","0","0","-7","6","0","-7","0","0"
"1","10","3","0","0","-8","6","0","-8","0","0"
"1","10","4","0","0","-8","6","0","-8","0","0"
"1","10","5","0","0","-9","6","0","-9","0","0"
"1","10","6","0","0","-9","6","0","-9","0","0"
"1","10","7","0","0","-9","6","0","-9","0","0"
"1","10","8","660","48","-8","7","320.402","-4.07","1143.498","1096.448"
"1","10","9","831","69","-7","6","549.254","1.787","2024.957","1949.074"
"1","10","10","694","82","-6","6","575.339","3.551","2146.788","2066.352"
"1","10","11","924","92","-5","6","795.788","8.474","2922.071","2809.427"
"1","10","12","925","92","-5","5","800.16","10.57","2912.102","2799.907"
"1","10","13","894","86","-5","5","720.234","9.014","2626.322","2526.623"
"1","10","14","823","74","-5","4","565.437","7.515","2042.236","1965.715"
"1","10","15","672","53","-6","4","350.335","1.393","1238.225","1188.422"
"1","10","16","261","16","-7","4","89.848","-5.929","292.345","266.283"
"1","10","17","0","0","-8","4","0","-8","0","0"
"1","10","18","0","0","-8","4","0","-8","0","0"
"1","10","19","0","0","-9","5","0","-9","0","0"
"1","10","20","0","0","-9","5","0","-9","0","0"
"1","10","21","0","0","-9","5","0","-9","0","0"
"1","10","22","0","0","-10","5","0","-10","0","0"
"1","10","23","0","0","-10","5","0","-10","0","0"
"1","11","0","0","0","-9","5","0","-9","0","0"
"1","11","1","0","0","-8","5","0","-8","0","0"
"1","11","2","0","0","-8","4","0","-8","0","0"
"1","11","3","0","0","-8","4","0","-8","0","0"
"1","11","4","0","0","-8","3","0","-8","0","0"
"1","11","5","0","0","-8","3","0","-8","0","0"
"1","11","6","0","0","-8","2","0","-8","0","0"
"1","11","7","0","0","-7","2","0","-7","0","0"
"1","11","8","158","65","-5","2","141.848","-3.197","526.339","495.178"
"1","11","9","238","119","-3","3","273.008","2.339","1018.648","975.098"
"1","11","10","108","172","-1","3","266.582","4.537","999.708","956.676"
"1","11","11","109","207","0","4","304.505","5.704","1138.447","1091.541"
"1","11","12","129","210","0","4","333.212","6.428","1241.73","1191.824"
"1","11","13","480","133","0","5","494.207","8.809","1809.241","1741.081"
"1","11","14","722","85","0","5","525.902","9.699","1885.279","1814.446"
"1","11","15","302","65","0","5","211.179","3.562","755.059","718.422"
"1","11","16","0","25","0","5","25.478","-0.635","98.114","75.898"
"1","11","17","0","0","-1","5","0","-1","0","0"
"1","11","18","0","0","-1","4","0","-1","0","0"
"1","11","19","0","0","-1","4","0","-1","0","0"
"1","11","20","0","0","-1","4","0","-1","0","0"
"1","11","21","0","0","-1","4","0","-1","0","0"
"1","11","22","0","0","-1","4","0","-1","0","0"
"1","11","23","0","0","-1","4","0","-1","0","0"
"1","12","0","0","0","-1","4","0","-1","0","0"
"1","12","1","0","0","0","3","0","0","0","0"
"1","12","2","0","0","0","3","0","0","0","0"
"1","12","3","0","0","0","3","0","0","0","0"
"1","12","4","0","0","0","3","0","0","0","0"
"1","12","5","0","0","0","3","0","0","0","0"
"1","12","6","0","0","0","3","0","0","0","0"
"1","12","7","0","0","0","3","0","0","0","0"
"1","12","8","0","17","0","3","16.094","-1.563","62.216","40.671"
"1","12","9","0","64","0","3","60.865","-0.379","234.133","209.26"
"1","12","10","0","92","1","3","88.548","1.458","337.992","310.975"
"1","12","11","0","114","1","3","110.687","2.097","421.358","392.547"
"1","12","12","0","84","1","2","79.953","1.464","305.178","278.85"
"1","12","13","0","95","1","2","91.508","1.676","348.97","321.72"
"1","12","14","0","83","1","2","80.37","1.401","306.853","280.489"
"1","12","15","0","60","1","2","59.124","0.745","226.359","201.643"
"1","12","16","0","8","1","3","7.568","-0.597","29.139","8.203"
"1","12","17","0","0","1","3","0","1","0","0"
"1","12","18","0","0","1","3","0","1","0","0"
"1","12","19","0","0","1","4","0","1","0","0"
"1","12","20","0","0","1","4","0","1","0","0"
"1","12","21","0","0","0","4","0","0","0","0"
"1","12","22","0","0","0","5","0","0","0","0"
"1","12","23","0","0","0","4","0","0","0","0"
"1","13","0","0","0","0","4","0","0","0","0"
"1","13","1","0","0","0","5","0","0","0","0"
"1","13","2","0","0","0","6","0","0","0","0"
"1","13","3","0","0","-1","7","0","-1","0","0"
"1","13","4","0","0","-2","7","0","-2","0","0"
"1","13","5","0","0","-3","7","0","-3","0","0"
"1","13","6","0","0","-4","7","0","-4","0","0"
"1","13","7","204","10","-5","8","64.178","-5.145","202.98","178.73"
"1","13","8","687","40","-5","8","323.453","-1.28","1138.031","1091.137"
"1","13","9","852","54","-5","8","545.6","2.225","2006.322","1931.122"
"1","13","10","909","66","-5","7","695.239","5.538","2570.063","2472.735"
"1","13","11","523","144","-4","7","565.083","4.614","2114.12","2034.918"
"1","13","12","532","144","-4","7","574.444","4.625","2149.578","2069.035"
"1","13","13","619","105","-4","6","563.773","5.386","2092.724","2014.325"
"1","13","14","849","59","-4","6","569.978","5.482","2077.811","1999.969"
"1","13","15","552","47","-6","6","298.657","-1.305","1073.063","1028.005"
"1","13","16","331","17","-7","5","109.634","-5.838","353.944","326.589"
"1","13","17","0","0","-8","5","0","-8","0","0"
"1","13","18","0","0","-9","5","0","-9","0","0"
"1","13","19","0","0","-9","5","0","-9","0","0"
"1","13","20","0","0","-10","5","0","-10","0","0"
"1","13","21","0","0","-10","5","0","-10","0","0"
"1","13","22","0","0","-10","5","0","-10","0","0"
"1","13","23","0","0","-10","5","0","-10","0","0"
"1","14","0","0","0","-10","5","0","-10","0","0"
"1","14","1","0","0","-10","5","0","-10","0","0"
"1","14","2","0","0","-10","5","0","-10","0","0"
"1","14","3","0","0","-9","5","0","-9","0","0"
"1","14","4","0","0","-9","5","0","-9","0","0"
"1","14","5","0","0","-8","5","0","-8","0","0"
"1","14","6","0","0","-8","5","0","-8","0","0"
"1","14","7","0","8","-7","5","7.569","-8.174","30.071","9.119"
"1","14","8","0","20","-6","5","18.939","-7.121","74.918","53.137"
"1","14","9","84","127","-5","5","182.867","-2.861","703.805","668.437"
"1","14","10","306","162","-3","4","396.7","4.576","1481.558","1424.303"
"1","14","11","397","172","-2","4","505.445","8.465","1861.786","1791.785"
"1","14","12","288","202","-1","4","451.853","8.511","1666.094","1602.82"
"1","14","13","321","166","-1","4","416.429","7.606","1536.333","1477.324"
"1","14","14","404","112","-1","4","375.231","6.611","1372.654","1318.803"
"1","14","15","27","76","-2","4","92.667","-0.805","353.223","325.883"
"1","14","16","0","13","-3","4","12.312","-4.251","48.13","26.847"
"1","14","17","0","0","-4","4","0","-4","0","0"
"1","14","18","0","0","-4","4","0","-4","0","0"
"1","14","19","0","0","-5","4","0","-5","0","0"
"1","14","20","0","0","-5","4","0","-5","0","0"
"1","14","21","0","0","-5","4","0","-5","0","0"
"1","14","22","0","0","-6","4","0","-6","0","0"
"1","14","23","0","0","-6","4","0","-6","0","0"
"1","15","0","0","0","-6","4","0","-6","0","0"
"1","15","1","0","0","-6","4","0","-6","0","0"
"1","15","2","0","0","-7","4","0","-7","0","0"
"1","15","3","0","0","-7","4","0","-7","0","0"
"1","15","4","0","0","-7","4","0","-7","0","0"
"1","15","5","0","0","-7","3","0","-7","0","0"
"1","15","6","0","0","-7","3","0","-7","0","0"
"1","15","7","0","7","-6","3","6.621","-7.811","26.266","5.383"
"1","15","8","0","54","-5","3","53.14","-5.629","208.924","184.556"
"1","15","9","57","126","-3","3","166.551","-0.598","636.608","602.868"
"1","15","10","127","183","-1","3","292.521","4.881","1095.186","1049.507"
"1","15","11","391","175","0","3","505.072","11.452","1836.462","1767.351"
"1","15","12","473","161","0","3","552.476","13.182","1992.858","1918.151"
"1","15","13","513","132","0","4","520.164","11.126","1885.932","1815.076"
"1","15","14","662","95","0","4","509.662","10.823","1823.272","1754.623"
"1","15","15","503","70","-1","4","305.476","5.262","1077.529","1032.346"
"1","15","16","167","22","-3","4","75.15","-2.357","253.059","227.802"
"1","15","17","0","0","-4","4","0","-4","0","0"
"1","15","18","0","0","-4","4","0","-4","0","0"
"1","15","19","0","0","-4","4","0","-4","0","0"
"1","15","20","0","0","-4","4","0","-4","0","0"
"1","15","21","0","0","-4","4","0","-4","0","0"
"1","15","22","0","0","-5","4","0","-5","0","0"
"1","15","23","0","0","-5","5","0","-5","0","0"
"1","16","0","0","0","-5","5","0","-5","0","0"
"1","16","1","0","0","-5","6","0","-5","0","0"
"1","16","2","0","0","-5","6","0","-5","0","0"
"1","16","3","0","0","-5","5","0","-5","0","0"
"1","16","4","0","0","-5","5","0","-5","0","0"
"1","16","5","0","0","-5","5","0","-5","0","0"
"1","16","6","0","0","-4","5","0","-4","0","0"
"1","16","7","136","10","-3","6","48.503","-3.375","156.54","133.203"
"1","16","8","145","68","-1","6","140.091","0.215","514.413","483.524"
"1","16","9","289","124","0","6","307.603","4.303","1136.981","1090.117"
"1","16","10","823","75","1","6","656.481","11.688","2364.883","2275.95"
"1","16","11","443","166","2","6","533.984","10.991","1944.962","1871.993"
"1","16","12","478","161","2","6","557.21","11.24","2027.504","1951.526"
"1","16","13","136","187","1","7","305.122","5.314","1140.765","1093.793"
"1","16","14","460","106","0","7","402.923","5.61","1479.4","1422.213"
"1","16","15","350","68","0","7","238.638","3.075","856.189","816.976"
"1","16","16","209","23","-1","8","88.649","-0.571","293.614","267.525"
"1","16","17","0","0","-2","8","0","-2","0","0"
"1","16","18","0","0","-3","8","0","-3","0","0"
"1","16","19","0","0","-5","8","0","-5","0","0"
"1","16","20","0","0","-6","8","0","-6","0","0"
"1","16","21","0","0","-6","7","0","-6","0","0"
"1","16","22","0","0","-7","7","0","-7","0","0"
"1","16","23","0","0","-8","6","0","-8","0","0"
"1","17","0","0","0","-9","5","0","-9","0","0"
"1","17","1","0","0","-9","5","0","-9","0","0"
"1","17","2","0","0","-9","4","0","-9","0","0"
"1","17","3","0","0","-10","4","0","-10","0","0"
"1","17","4","0","0","-10","4","0","-10","0","0"
"1","17","5","0","0","-10","4","0","-10","0","0"
"1","17","6","0","0","-10","4","0","-10","0","0"
"1","17","7","236","11","-9","3","72.522","-8.887","231.417","206.599"
"1","17","8","230","65","-7","3","169.328","-4.458","625.188","591.72"
"1","17","9","824","55","-6","2","534.556","7.571","1923.289","1851.1"
"1","17","10","887","65","-4","1","684.318","18.628","2388.727","2298.839"
"1","17","11","486","157","-3","0","556.352","22.116","1926.627","1854.318"
"1","17","12","484","160","-3","0","561.591","21.395","1951.994","1878.771"
"1","17","13","883","65","-2","1","698.295","21.06","2415.213","2324.257"
"1","17","14","809","60","-2","2","556.816","13.938","1960.413","1886.885"
"1","17","15","121","83","-3","2","146.545","1.109","543.477","511.923"
"1","17","16","12","21","-4","3","24.169","-4.949","91.971","69.87"
"1","17","17","0","0","-4","3","0","-4","0","0"
"1","17","18","0","0","-4","4","0","-4","0","0"
"1","17","19","0","0","-4","4","0","-4","0","0"
"1","17","20","0","0","-4","4","0","-4","0","0"
"1","17","21","0","0","-4","5","0","-4","0","0"
"1","17","22","0","0","-4","5","0","-4","0","0"
"1","17","23","0","0","-4","4","0","-4","0","0"
"1","18","0","0","0","-4","4","0","-4","0","0"
"1","18","1","0","0","-3","4","0","-3","0","0"
"1","18","2","0","0","-2","4","0","-2","0","0"
"1","18","3","0","0","-1","4","0","-1","0","0"
"1","18","4","0","0","0","4","0","0","0","0"
"1","18","5","0","0","0","5","0","0","0","0"
"1","18","6","0","0","1","5","0","1","0","0"
"1","18","7","0","0","2","5","0","2","0","0"
"1","18","8","0","4","2","4","3.782","0.374","14.502","0"
"1","18","9","0","26","3","4","24.637","1.858","93.882","71.745"
"1","18","10","0","60","4","4","56.969","3.639","215.449","190.951"
"1","18","11","0","43","4","5","40.807","3.43","154.464","131.168"
"1","18","12","0","55","4","4","52.221","3.568","197.553","173.411"
"1","18","13","0","40","3","3","37.948","2.17","144.414","121.313"
"1","18","14","0","14","3","3","13.259","1.506","50.6","29.27"
"1","18","15","0","71","3","3","70.537","2.88","267.623","242.07"
"1","18","16","0","14","2","2","13.26","0.395","50.84","29.507"
"1","18","17","0","0","2","2","0","2","0","0"
"1","18","18","0","0","2","3","0","2","0","0"
"1","18","19","0","0","1","4","0","1","0","0"
"1","18","20","0","0","0","5","0","0","0","0"
"1","18","21","0","0","0","5","0","0","0","0"
"1","18","22","0","0","0","5","0","0","0","0"
"1","18","23","0","0","0","5","0","0","0","0"
"1","19","0","0","0","0","5","0","0","0","0"
"1","19","1","0","0","0","5","0","0","0","0"
"1","19","2","0","0","0","5","0","0","0","0"
"1","19","3","0","0","-1","6","0","-1","0","0"
"1","19","4","0","0","-1","5","0","-1","0","0"
"1","19","5","0","0","-1","5","0","-1","0","0"
"1","19","6","0","0","-1","6","0","-1","0","0"
"1","19","7","0","8","0","6","7.569","-1.173","29.213","8.276"
"1","19","8","0","60","0","6","59.563","-0.261","229.009","204.239"
"1","19","9","65","131","1","6","176.484","2.882","664.479","630.068"
"1","19","10","126","183","2","6","291.601","6.077","1086.379","1040.948"
"1","19","11","130","212","3","7","335.818","7.533","1245.753","1195.728"
"1","19","12","0","69","3","7","65.551","3.233","248.334","223.174"
"1","19","13","0","74","3","7","70.308","3.018","266.6","241.067"
"1","19","14","7","126","2","6","130.414","3.085","493.909","463.485"
"1","19","15","39","84","1","5","106.617","1.838","401.051","372.683"
"1","19","16","0","20","0","5","18.966","-0.94","73.128","51.38"
"1","19","17","0","0","0","5","0","0","0","0"
"1","19","18","0","0","0","5","0","0","0","0"
"1","19","19","0","0","0","5","0","0","0","0"
"1","19","20","0","0","0","4","0","0","0","0"
"1","19","21","0","0","-1","4","0","-1","0","0"
"1","19","22","0","0","-1","4","0","-1","0","0"
"1","19","23","0","0","-1","4","0","-1","0","0"
"1","20","0","0","0","-1","4","0","-1","0","0"
"1","20","1","0","0","-2","4","0","-2","0","0"
"1","20","2","0","0","-2","4","0","-2","0","0"
"1","20","3","0","0","-3","4","0","-3","0","0"
"1","20","4","0","0","-3","4","0","-3","0","0"
"1","20","5","0","0","-3","4","0","-3","0","0"
"1","20","6","0","0","-3","3","0","-3","0","0"
"1","20","7","0","6","-2","3","5.674","-3.789","22.138","1.33"
"1","20","8","0","58","0","3","57.177","-0.503","220.061","195.47"
"1","20","9","161","134","0","3","241.018","4.279","896.498","856.232"
"1","20","10","803","80","0","3","654.152","14.925","2324.806","2237.468"
"1","20","11","422","176","1","3","533.015","14.088","1916.097","1844.165"
"1","20","12","188","216","1","3","385.192","10.167","1411.972","1356.905"
"1","20","13","77","189","1","3","256.82","6.595","956.43","914.569"
"1","20","14","12","130","1","3","137.677","3.26","520.732","489.699"
"1","20","15","0","77","0","3","76.945","0.384","295.038","268.92"
"1","20","16","0","17","0","2","16.11","-1.519","62.267","40.721"
"1","20","17","0","0","0","2","0","0","0","0"
"1","20","18","0","0","-1","2","0","-1","0","0"
"1","20","19","0","0","-1","3","0","-1","0","0"
"1","20","20","0","0","-2","3","0","-2","0","0"
"1","20","21","0","0","-3","4","0","-3","0","0"
"1","20","22","0","0","-3","4","0","-3","0","0"
"1","20","23","0","0","-4","4","0","-4","0","0"
"1","21","0","0","0","-5","4","0","-5","0","0"
"1","21","1","0","0","-5","4","0","-5","0","0"
"1","21","2","0","0","-6","4","0","-6","0","0"
"1","21","3","0","0","-6","4","0","-6","0","0"
"1","21","4","0","0","-7","4","0","-7","0","0"
"1","21","5","0","0","-7","4","0","-7","0","0"
"1","21","6","0","0","-7","4","0","-7","0","0"
"1","21","7","0","7","-6","4","6.621","-7.558","26.237","5.354"
"1","21","8","102","73","-5","4","123.504","-3.943","465.89","436.094"
"1","21","9","195","133","-3","3","258.866","1.932","970.95","928.699"
"1","21","10","54","177","-2","3","225.901","2.488","856.431","817.212"
"1","21","11","122","215","-1","3","333.432","6.065","1245.066","1195.062"
"1","21","12","170","218","0","3","374.141","8.359","1382.719","1328.558"
"1","21","13","124","195","0","2","306.672","7.875","1134.784","1087.983"
"1","21","14","136","150","0","2","249.829","6.037","926.5","885.44"
"1","21","15","42","87","-1","2","111.192","0.898","419.867","391.089"
"1","21","16","0","22","-2","2","20.91","-3.26","81.407","59.505"
"1","21","17","0","0","-2","2","0","-2","0","0"
"1","21","18","0","0","-2","2","0","-2","0","0"
"1","21","19","0","0","-2","2","0","-2","0","0"
"1","21","20","0","0","-2","1","0","-2","0","0"
"1","21","21","0","0","-2","0","0","-2","0","0"
"1","21","22","0","0","-2","0","0","-2","0","0"
"1","21","23","0","0","-2","1","0","-2","0","0"
"1","22","0","0","0","-2","1","0","-2","0","0"
"1","22","1","0","0","-3","1","0","-3","0","0"
"1","22","2","0","0","-3","2","0","-3","0","0"
"1","22","3","0","0","-3","2","0","-3","0","0"
"1","22","4","0","0","-4","2","0","-4","0","0"
"1","22","5","0","0","-4","2","0","-4","0","0"
"1","22","6","0","0","-4","2","0","-4","0","0"
"1","22","7","0","5","-3","2","4.727","-5.099","18.543","0"
"1","22","8","0","55","-1","2","53.629","-1.727","207.465","183.126"
"1","22","9","9","121","0","3","126.521","1.393","482.376","452.212"
"1","22","10","23","170","0","3","187.49","3.137","709.703","674.191"
"1","22","11","667","143","0","3","685.337","15.533","2445.479","2353.295"
"1","22","12","670","145","1","3","695.485","18.066","2454.486","2361.935"
"1","22","13","471","151","1","3","521.434","13.92","1870.814","1800.494"
"1","22","14","612","108","1","3","506.797","13.096","1802.121","1734.209"
"1","22","15","477","79","0","3","312.996","7.336","1104.199","1058.266"
"1","22","16","186","30","0","3","92.558","1.287","311.765","285.299"
"1","22","17","0","0","0","3","0","0","0","0"
"1","22","18","0","0","-1","4","0","-1","0","0"
"1","22","19","0","0","-2","4","0","-2","0","0"
"1","22","20","0","0","-2","4","0","-2","0","0"
"1","22","21","0","0","-3","4","0","-3","0","0"
"1","22","22","0","0","-4","4","0","-4","0","0"
"1","22","23","0","0","-4","4","0","-4","0","0"
"1","23","0","0","0","-5","4","0","-5","0","0"
"1","23","1","0","0","-5","4","0","-5","0","0"
"1","23","2","0","0","-6","4","0","-6","0","0"
"1","23","3","0","0","-6","3","0","-6","0","0"
"1","23","4","0","0","-6","3","0","-6","0","0"
"1","23","5","0","0","-7","2","0","-7","0","0"
"1","23","6","0","0","-6","2","0","-6","0","0"
"1","23","7","0","12","-5","2","11.364","-6.631","44.863","23.639"
"1","23","8","109","76","-3","1","129.783","-1.263","484.001","453.8"
"1","23","9","817","62","-1","1","545.689","15.168","1903.038","1831.573"
"1","23","10","883","72","0","1","704.459","23.037","2413.052","2322.184"
"1","23","11","537","154","0","1","597.349","20.578","2084.31","2006.225"
"1","23","12","521","162","1","2","598.996","17.599","2119.834","2040.417"
"1","23","13","535","141","1","3","556.714","14.512","1991.46","1916.804"
"1","23","14","334","139","1","3","364.621","9.729","1322.86","1270.528"
"1","23","15","293","83","0","3","236.72","5.046","852.555","813.436"
"1","23","16","126","28","0","3","74.875","0.62","258.458","233.091"
"1","23","17","0","0","0","3","0","0","0","0"
"1","23","18","0","0","0","3","0","0","0","0"
"1","23","19","0","0","0","3","0","0","0","0"
"1","23","20","0","0","0","3","0","0","0","0"
"1","23","21","0","0","0","4","0","0","0","0"
"1","23","22","0","0","0","4","0","0","0","0"
"1","23","23","0","0","0","3","0","0","0","0"
"1","24","0","0","0","0","2","0","0","0","0"
"1","24","1","0","0","0","1","0","0","0","0"
"1","24","2","0","0","0","1","0","0","0","0"
"1","24","3","0","0","0","2","0","0","0","0"
"1","24","4","0","0","0","3","0","0","0","0"
"1","24","5","0","0","0","4","0","0","0","0"
"1","24","6","0","0","0","5","0","0","0","0"
"1","24","7","0","7","0","6","6.621","-1.108","25.546","4.676"
"1","24","8","0","63","0","7","62.316","-0.186","239.518","214.536"
"1","24","9","3","119","0","7","120.58","0.811","461.295","431.602"
"1","24","10","0","142","0","6","140.581","1.323","536.914","505.51"
"1","24","11","0","100","0","6","95.868","0.558","367.329","339.688"
"1","24","12","3","166","0","7","167.049","1.594","637.209","603.454"
"1","24","13","14","168","0","6","178.262","2.051","678.293","643.549"
"1","24","14","0","85","0","6","81.699","0.358","313.303","286.804"
"1","24","15","0","75","0","6","73.933","0.092","283.839","257.952"
"1","24","16","237","32","0","5","108.498","0.775","362.092","334.564"
"1","24","17","0","0","0","5","0","0","0","0"
"1","24","18","0","0","0","5","0","0","0","0"
"1","24","19","0","0","0","6","0","0","0","0"
"1","24","20","0","0","0","6","0","0","0","0"
"1","24","21","0","0","-1","5","0","-1","0","0"
"1","24","22","0","0","-2","5","0","-2","0","0"
"1","24","23","0","0","-2","5","0","-2","0","0"
"1","25","0","0","0","-2","5","0","-2","0","0"
"1","25","1","0","0","-2","5","0","-2","0","0"
"1","25","2","0","0","-3","6","0","-3","0","0"
"1","25","3","0","0","-3","6","0","-3","0","0"
"1","25","4","0","0","-2","6","0","-2","0","0"
"1","25","5","0","0","-2","6","0","-2","0","0"
"1","25","6","0","0","-1","6","0","-1","0","0"
"1","25","7","0","11","0","6","10.414","-0.997","40.164","19.026"
"1","25","8","566","63","0","6","309.58","4.166","1082.202","1036.888"
"1","25","9","754","86","0","5","542.666","9.721","1944.144","1871.204"
"1","25","10","679","98","1","5","600.357","12.24","2163.234","2082.172"
"1","25","11","572","147","1","6","618.288","11.4","2248.697","2164.345"
"1","25","12","712","108","1","5","691.569","14.15","2484.222","2390.454"
"1","25","13","787","77","1","5","668.326","13.817","2394.767","2304.636"
"1","25","14","677","78","0","5","518.258","9.838","1868.446","1798.209"
"1","25","15","515","64","0","4","319.54","6.595","1129.534","1082.882"
"1","25","16","404","29","0","4","148.589","2.332","475.003","445.004"
"1","25","17","0","0","-1","4","0","-1","0","0"
"1","25","18","0","0","-2","4","0","-2","0","0"
"1","25","19","0","0","-3","4","0","-3","0","0"
"1","25","20","0","0","-3","4","0","-3","0","0"
"1","25","21","0","0","-3","5","0","-3","0","0"
"1","25","22","0","0","-4","5","0","-4","0","0"
"1","25","23","0","0","-4","6","0","-4","0","0"
"1","26","0","0","0","-5","5","0","-5","0","0"
"1","26","1","0","0","-5","5","0","-5","0","0"
"1","26","2","0","0","-5","5","0","-5","0","0"
"1","26","3","0","0","-5","5","0","-5","0","0"
"1","26","4","0","0","-5","5","0","-5","0","0"
"1","26","5","0","0","-5","6","0","-5","0","0"
"1","26","6","0","0","-5","6","0","-5","0","0"
"1","26","7","0","9","-5","7","8.516","-5.906","33.52","12.504"
"1","26","8","0","16","-5","7","15.146","-5.95","59.624","38.127"
"1","26","9","9","125","-4","8","130.339","-3.164","506.559","475.849"
"1","26","10","4","153","-4","8","155","-2.698","601.905","568.989"
"1","26","11","19","188","-4","8","203.099","-1.968","786.066","748.65"
"1","26","12","48","212","-4","8","262.947","-1.043","1013.343","969.938"
"1","26","13","0","131","-4","9","128.14","-3.065","498.482","467.955"
"1","26","14","0","114","-4","9","112.001","-3.387","436.28","407.142"
"1","26","15","0","67","-5","9","64.963","-5.04","254.786","229.495"
"1","26","16","0","18","-5","9","17.055","-5.727","67.081","45.446"
"1","26","17","0","0","-4","10","0","-4","0","0"
"1","26","18","0","0","-4","10","0","-4","0","0"
"1","26","19","0","0","-4","10","0","-4","0","0"
"1","26","20","0","0","-4","10","0","-4","0","0"
"1","26","21","0","0","-4","10","0","-4","0","0"
"1","26","22","0","0","-4","10","0","-4","0","0"
"1","26","23","0","0","-5","10","0","-5","0","0"
"1","27","0","0","0","-5","10","0","-5","0","0"
"1","27","1","0","0","-5","10","0","-5","0","0"
"1","27","2","0","0","-6","10","0","-6","0","0"
"1","27","3","0","0","-6","10","0","-6","0","0"
"1","27","4","0","0","-7","10","0","-7","0","0"
"1","27","5","0","0","-7","9","0","-7","0","0"
"1","27","6","0","0","-7","9","0","-7","0","0"
"1","27","7","0","6","-7","9","5.673","-7.931","22.515","1.701"
"1","27","8","0","31","-6","9","29.384","-6.605","115.987","93.431"
"1","27","9","0","106","-6","8","104.234","-5.538","409.648","381.094"
"1","27","10","71","191","-5","8","253.361","-2.276","979.812","937.321"
"1","27","11","151","228","-5","8","371.146","-0.408","1424.674","1369.211"
"1","27","12","383","201","-4","8","531.032","3.058","2005.867","1930.685"
"1","27","13","820","110","-4","8","738.37","6.26","2737.579","2633.105"
"1","27","14","558","106","-4","8","480.666","2.645","1792.951","1725.356"
"1","27","15","181","98","-4","7","198.948","-1.493","746.257","709.84"
"1","27","16","72","34","-4","7","58.979","-4.041","214.032","189.562"
"1","27","17","0","0","-4","7","0","-4","0","0"
"1","27","18","0","0","-5","7","0","-5","0","0"
"1","27","19","0","0","-6","7","0","-6","0","0"
"1","27","20","0","0","-6","7","0","-6","0","0"
"1","27","21","0","0","-7","7","0","-7","0","0"
"1","27","22","0","0","-7","7","0","-7","0","0"
"1","27","23","0","0","-8","7","0","-8","0","0"
"1","28","0","0","0","-8","7","0","-8","0","0"
"1","28","1","0","0","-9","6","0","-9","0","0"
"1","28","2","0","0","-9","6","0","-9","0","0"
"1","28","3","0","0","-10","6","0","-10","0","0"
"1","28","4","0","0","-10","6","0","-10","0","0"
"1","28","5","0","0","-10","6","0","-10","0","0"
"1","28","6","0","0","-10","6","0","-10","0","0"
"1","28","7","317","16","-9","6","96.652","-8.628","307.11","280.74"
"1","28","8","692","48","-8","6","344.466","-3.124","1233.752","1184.082"
"1","28","9","836","66","-6","6","568.679","3.164","2094.358","2015.898"
"1","28","10","894","80","-5","6","731.299","7.329","2691.55","2589.065"
"1","28","11","928","85","-4","6","826.289","10.219","3018.687","2901.637"
"1","28","12","933","85","-3","6","839.114","11.573","3048.947","2930.5"
"1","28","13","909","82","-3","6","769.806","10.37","2802.516","2695.202"
"1","28","14","859","72","-3","6","627.422","7.769","2282.739","2197.058"
"1","28","15","751","55","-3","5","420.315","4.843","1491.073","1433.516"
"1","28","16","490","29","-5","5","171.613","-2.407","555.915","524.073"
"1","28","17","0","0","-6","5","0","-6","0","0"
"1","28","18","0","0","-8","5","0","-8","0","0"
"1","28","19","0","0","-9","5","0","-9","0","0"
"1","28","20","0","0","-9","5","0","-9","0","0"
"1","28","21","0","0","-10","5","0","-10","0","0"
"1","28","22","0","0","-11","5","0","-11","0","0"
